name,description,meta_title,meta_description
Вал 1М63Б.48.150,"Вал 1М63Б.48.150 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.48.150.",1М63Б.48.150 для 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.48.150 для станков 1М63Б. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Зубчатое колесо 16М50.70.166,"Зубчатое колесо 16М50.70.166 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 101 по кинематической схеме
Число зубьев: 30
Модуль: 3.0
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.166.","16М50.70.166 для коробки подач станка 1М65, z=30, модуль 3","Купить деталь 16М50.70.166 для коробки подач токарного станка 1М65/16М50. Позиция 101 по схеме, число зубьев 30, модуль 3. Запчасть для узла коробка подач."
Шарико-винтовая пара (ШВП) 16К30Ф302.55.000,"Шарико-винтовая пара (ШВП) 16К30Ф302.55.000 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках 16К30.

При подборе сверяйте каталожный номер: 16К30Ф302.55.000.",ШВП 16К30Ф302.55.000 для станка 16К30 — купить | ТД РУССтанкоСбыт,Купить шарико-винтовую пару 16К30Ф302.55.000 для станка 16К30. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт.
Вилка 1М63.21.030,"Вилка 1М63.21.030 — вилка переключения передач коробки скоростей (шпиндельной бабки). Осуществляет перемещение блоков шестерён при переключении скоростей.

Применяется в шпиндельной бабке станков 1М63.

При подборе сверяйте каталожный номер: 1М63.21.030.",1М63.21.030 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.21.030 для 1М63. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.07.294,"Колесо зубчатое 1А64.07.294 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 47 по кинематической схеме
Число зубьев: 56
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1А64.07.294.","Колесо зубч. 1А64.07.294 для коробки подач станка 1М65, z=56","Купить колесо зубчатое 1А64.07.294 для коробки подач токарного станка 1М65/1А64. Позиция 47 по схеме, число зубьев 56. Запчасть для узла коробка подач."
Колесо зубчатое 1А64.07.173,"Колесо зубчатое 1А64.07.173 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 72 по кинематической схеме
Число зубьев: 34
Модуль: 2.0
Ширина венца: 12 мм

При подборе сверяйте каталожный номер: 1А64.07.173.","Колесо зубч. 1А64.07.173 станка 1М65, z=34, модуль 2","Купить колесо зубчатое 1А64.07.173 для коробки подач токарного станка 1М65/1А64. Позиция 72 по схеме, число зубьев 34, модуль 2."
Винт ходовой 1М63Б.11.151,"Винт ходовой 1М63Б.11.151 — ходовой винт токарного станка. Обеспечивает точное линейное перемещение суппорта при нарезке резьбы.

Применяется на станках 1М63Б.

Позиция 92 по кинематической схеме
Число зубьев: 1
Модуль: 12.0

При подборе сверяйте каталожный номер: 1М63Б.11.151.","Винт 1М63Б.11.151 для станина станка 1М63 ДИП-300, z=1, модуль 12","Купить винт 1М63Б.11.151 для станина токарного станка 1М63 (ДИП-300). Позиция 92 по схеме, число зубьев 1, модуль 12. Запчасть для узла станина."
Вал 53А11.22.211 коробки скоростей станка 53А11,"Вал 53А11.22.211 коробки скоростей станка 53А11 — вал шпиндельной бабки токарного станка. Обеспечивает передачу крутящего момента в коробке скоростей.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 53А11.22.211.",53А11.22.211 для 53А11 — купить | ТД РУССтанкоСбыт,Купить 53А11.22.211 для станков 53А11. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1Н983.20.297,"Вал 1Н983.20.297 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.297.",1Н983.20.297 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.297 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо червячное 1М63Б.40.106,"Колесо червячное 1М63Б.40.106 — запасная часть для токарного станка.

Применяется на станках 1М63Б.

При подборе сверяйте каталожный номер: 1М63Б.40.106.",Колесо червячное 1М63Б.40.106 для суппорта станка 1М63 ДИП-300,Купить колесо червячное 1М63Б.40.106 для суппорта токарного станка 1М63 (ДИП-300). Запчасть для узла суппорт.
Шарико-винтовая пара (ШВП) 52.02.20.600БА,"Шарико-винтовая пара (ШВП) 52.02.20.600БА — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках с ЧПУ.

При подборе сверяйте каталожный номер: 52.02.20.600БА.",ШВП 52.02.20.600БА — купить | ТД РУССтанкоСбыт,Купить ШВП 52.02.20.600БА. Точные линейные перемещения для станков с ЧПУ. Подбор по каталогу — ТД РУССтанкоСбыт.
Венец 1А64.06.123,"Венец 1А64.06.123 — венец токарного патрона. Служит для передачи крутящего момента при перемещении кулачков патрона.

Применяется на станках 1А64.

Позиция 118 по кинематической схеме
Число зубьев: 48
Модуль: 3.5
Ширина венца: 30 мм

При подборе сверяйте каталожный номер: 1А64.06.123.","1А64.06.123 для фартука станка 1М65, z=48, модуль 3.5","Купить деталь 1А64.06.123 для фартука токарного станка 1М65/1А64. Позиция 118 по схеме, число зубьев 48, модуль 3.5. Запчасть для узла фартук."
Вал 6Д82Г.20.021 коробки скоростей станка 6Д82Г,"Вал 6Д82Г.20.021 коробки скоростей станка 6Д82Г — вал шпиндельной бабки токарного станка. Обеспечивает передачу крутящего момента в коробке скоростей.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Д82Г.20.021.",6Д82Г.20.021 — купить | ТД РУССтанкоСбыт,Купить 6Д82Г.20.021. Вал токарного станка по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вилка 1М63.21.028,"Вилка 1М63.21.028 — вилка переключения передач коробки скоростей (шпиндельной бабки). Осуществляет перемещение блоков шестерён при переключении скоростей.

Применяется в шпиндельной бабке станков 1М63.

При подборе сверяйте каталожный номер: 1М63.21.028.",1М63.21.028 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.21.028 для 1М63. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Вал 6М12П.31.56В для станка 6М12П,"Вал 6М12П.31.56В для станка 6М12П — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6М12П.31.56В.",6М12П.31.56В для 6М12П — купить | ТД РУССтанкоСбыт,Купить 6М12П.31.56В для станков 6М12П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М64.60.179,"Колесо зубчатое 1М64.60.179 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М64. Устанавливается в соответствии с кинематической схемой.

Позиция 137 по кинематической схеме
Число зубьев: 34
Ширина венца: 25 мм

При подборе сверяйте каталожный номер: 1М64.60.179.","Колесо зубч. 1М64.60.179 для фартука станка 1М65, z=34","Купить колесо зубчатое 1М64.60.179 для фартука токарного станка 1М65. Позиция 137 по схеме, число зубьев 34. Запчасть для узла фартук."
Вал-шестерня F400R 17.20.304 для фрезерного станка,"Вал-шестерня F400R 17.20.304 для фрезерного станка — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 17.20.304.",17.20.304 — купить | ТД РУССтанкоСбыт,Купить 17.20.304. Вал токарного станка по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Валик 1А64.02.898,"Валик 1А64.02.898 — вал шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.02.898.",Вал 1А64.02.898 для шпиндельной бабки станка 1М65,Купить вал 1А64.02.898 для шпиндельной бабки токарного станка 1М65/1А64. Запчасть для узла шпиндельная бабка.
Шестерни для Китайских станков (произведено в РФ),"Шестерни для Китайских станков (произведено в РФ) — запасная часть для токарного станка.

Применяется на токарных станках.

Подбор по каталогу и чертежам заказчика.",Шестерни для Китайских станков (произ — купить | ТД РУССтанкоСбыт,Купить Шестерни для Китайских станков (произведено в РФ). Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое муфта 1А64.07.361,"Колесо зубчатое муфта 1А64.07.361 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 58 по кинематической схеме
Число зубьев: 68
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1А64.07.361.","Колесо зубч. 1А64.07.361 для коробки подач станка 1М65, z=68","Купить колесо зубчатое 1А64.07.361 для коробки подач токарного станка 1М65/1А64. Позиция 58 по схеме, число зубьев 68. Запчасть для узла коробка подач."
Колесо зубчатое 1М63Б.60.250,"Колесо зубчатое 1М63Б.60.250 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 112 по кинематической схеме
Число зубьев: 28
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1М63Б.60.250.","Колесо зубч. 1М63Б.60.250 для фартука станка 1М63 ДИП-300, z=28","Купить колесо зубчатое 1М63Б.60.250 для фартука токарного станка 1М63 (ДИП-300). Позиция 112 по схеме, число зубьев 28. Запчасть для узла фартук."
Колесо зубчатое 1М63.02.294,"Колесо зубчатое 1М63.02.294 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 36 по кинематической схеме
Число зубьев: 26
Модуль: 2.0
Ширина венца: 13 мм

При подборе сверяйте каталожный номер: 1М63.02.294.","Колесо зубч. 1М63.02.294 станка 1М63 ДИП-300, z=26, модуль 2","Купить колесо зубчатое 1М63.02.294 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 36 по схеме, число зубьев 26, модуль 2."
Вал 2850П.64.151 привода стола станка 2850П,"Вал 2850П.64.151 привода стола станка 2850П — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2850П.64.151.",2850П.64.151 для 2850П — купить | ТД РУССтанкоСбыт,Купить 2850П.64.151 для станков 2850П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.02.865,"Колесо зубчатое 1А64.02.865 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 9 по кинематической схеме
Число зубьев: 18
Модуль: 6.0
Ширина венца: 27 мм

При подборе сверяйте каталожный номер: 1А64.02.865.","Колесо зубч. 1А64.02.865 станка 1М65, z=18, модуль 6","Купить колесо зубчатое 1А64.02.865 для шпиндельной бабки токарного станка 1М65/1А64. Позиция 9 по схеме, число зубьев 18, модуль 6."
Колесо зубчатое 1Н65.60.182,"Колесо зубчатое 1Н65.60.182 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Позиция 130 по кинематической схеме
Число зубьев: 53
Ширина венца: 20 мм

При подборе сверяйте каталожный номер: 1Н65.60.182.","Колесо зубч. 1Н65.60.182 для фартука станка 1М65, z=53","Купить колесо зубчатое 1Н65.60.182 для фартука токарного станка 1М65/1Н65. Позиция 130 по схеме, число зубьев 53. Запчасть для узла фартук."
Колесо зубчатое 1М63Б.60.251,"Колесо зубчатое 1М63Б.60.251 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 25
Ширина венца: 20 мм

При подборе сверяйте каталожный номер: 1М63Б.60.251.","Колесо зубч. 1М63Б.60.251 для фартука станка 1М63 ДИП-300, z=25",Купить колесо зубчатое 1М63Б.60.251 для фартука токарного станка 1М63 (ДИП-300). число зубьев 25. Запчасть для узла фартук.
Вал 1М64.60.162,"Вал 1М64.60.162 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М64.

При подборе сверяйте каталожный номер: 1М64.60.162.",1М64.60.162 для 1М64 — купить | ТД РУССтанкоСбыт,Купить 1М64.60.162 для станков 1М64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 165.02.152,"Колесо зубчатое 165.02.152 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 165. Устанавливается в соответствии с кинематической схемой.

Позиция 23 по кинематической схеме
Число зубьев: 60
Модуль: 5.0
Ширина венца: 50 мм

При подборе сверяйте каталожный номер: 165.02.152.","Колесо зубч. 165.02.152 станка 1М65, z=60, модуль 5","Купить колесо зубчатое 165.02.152 для шпиндельной бабки токарного станка 1М65. Позиция 23 по схеме, число зубьев 60, модуль 5."
Муфта зубчатая 1А64.07.385,"Муфта зубчатая 1А64.07.385 — муфта привода токарного станка.

Применяется на станках 1А64.

Позиция 62 по кинематической схеме
Число зубьев: 50
Модуль: 2.25
Ширина венца: 10 мм

При подборе сверяйте каталожный номер: 1А64.07.385.","Муфта 1А64.07.385 станка 1М65, z=50, модуль 2.25","Купить муфту 1А64.07.385 для коробки подач токарного станка 1М65/1А64. Позиция 62 по схеме, число зубьев 50, модуль 2.25. Запчасть для узла коробка подач."
Колесо зубчатое 1М63Б.60.282,"Колесо зубчатое 1М63Б.60.282 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 141 по кинематической схеме
Число зубьев: 142
Ширина венца: 9 мм

При подборе сверяйте каталожный номер: 1М63Б.60.282.","Колесо зубч. 1М63Б.60.282 для фартука станка 1М63 ДИП-300, z=142","Купить колесо зубчатое 1М63Б.60.282 для фартука токарного станка 1М63 (ДИП-300). Позиция 141 по схеме, число зубьев 142. Запчасть для узла фартук."
Колесо зубчатое 1А64.07.288,"Колесо зубчатое 1А64.07.288 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 41 по кинематической схеме
Число зубьев: 32
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1А64.07.288.","Колесо зубч. 1А64.07.288 для коробки подач станка 1М65, z=32","Купить колесо зубчатое 1А64.07.288 для коробки подач токарного станка 1М65/1А64. Позиция 41 по схеме, число зубьев 32. Запчасть для узла коробка подач."
Колесо зубчатое 1М63Б.60.294,"Колесо зубчатое 1М63Б.60.294 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 106 по кинематической схеме
Число зубьев: 55
Модуль: 3.0
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1М63Б.60.294.","Колесо зубч. 1М63Б.60.294 станка 1М63 ДИП-300, z=55, модуль 3","Купить колесо зубчатое 1М63Б.60.294 для фартука токарного станка 1М63 (ДИП-300). Позиция 106 по схеме, число зубьев 55, модуль 3. Запчасть для узла фартук."
Вал 1Н983.20.289 для трубонарезного станка 1Н983,"Вал 1Н983.20.289 для трубонарезного станка 1Н983 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.20.289.",1Н983.20.289 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.20.289 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Валик-рейка 1М63.02.439,"Валик-рейка 1М63.02.439 — вал шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

Позиция 44 по кинематической схеме
Число зубьев: 13
Модуль: 2.5

При подборе сверяйте каталожный номер: 1М63.02.439.","Вал 1М63.02.439 станка 1М63 ДИП-300, z=13, модуль 2.5","Купить вал 1М63.02.439 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 44 по схеме, число зубьев 13, модуль 2.5."
Колесо зубчатое 1А64.07.211,"Колесо зубчатое 1А64.07.211 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 67 по кинематической схеме
Число зубьев: 34
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1А64.07.211.","Колесо зубч. 1А64.07.211 для коробки подач станка 1М65, z=34","Купить колесо зубчатое 1А64.07.211 для коробки подач токарного станка 1М65/1А64. Позиция 67 по схеме, число зубьев 34. Запчасть для узла коробка подач."
Вилка 1М63.02.072,"Вилка 1М63.02.072 — вилка переключения передач коробки скоростей (шпиндельной бабки). Осуществляет перемещение блоков шестерён при переключении скоростей.

Применяется в шпиндельной бабке станков 1М63.

При подборе сверяйте каталожный номер: 1М63.02.072.",1М63.02.072 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.02.072 для 1М63. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Гайка 1А64.07.034,"Гайка 1А64.07.034. Применяется в узлах токарного станка в качестве запасной части.

Устанавливается на станках 1А64.

Позиция 75 по кинематической схеме
Число зубьев: 4

При подборе сверяйте каталожный номер: 1А64.07.034.","Гайка 1А64.07.034 для коробки подач станка 1М65, z=4","Купить гайку 1А64.07.034 для коробки подач токарного станка 1М65/1А64. Позиция 75 по схеме, число зубьев 4. Запчасть для узла коробка подач."
Вал 6Т82Г-1.60.341А привода стола станка 6Т82Г-1,"Вал 6Т82Г-1.60.341А привода стола станка 6Т82Г-1 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Т82Г-1.60.341А.",6Т82Г-1.60.341А для 6Т82Г — купить | ТД РУССтанкоСбыт,Купить 6Т82Г-1.60.341А для станков 6Т82Г. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Ось 1М63.08.190,"Ось 1М63.08.190 — запасная часть для токарного станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.08.190.",1М63.08.190 для коробки подач станка 1М63 ДИП-300,Купить деталь 1М63.08.190 для коробки подач токарного станка 1М63 (ДИП-300). Запчасть для узла коробка подач.
Винт 1А64.07.175,"Винт 1А64.07.175 — винт токарного станка. Обеспечивает перемещение узла в соответствии с кинематической схемой.

Применяется на станках 1А64.

Позиция 77 по кинематической схеме
Число зубьев: 4

При подборе сверяйте каталожный номер: 1А64.07.175.","Винт 1А64.07.175 для коробки подач станка 1М65, z=4","Купить винт 1А64.07.175 для коробки подач токарного станка 1М65/1А64. Позиция 77 по схеме, число зубьев 4. Запчасть для узла коробка подач."
Колесо зубчатое 1М63.21.231,"Колесо зубчатое 1М63.21.231 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 23 по кинематической схеме
Число зубьев: 22
Ширина венца: 54 мм

При подборе сверяйте каталожный номер: 1М63.21.231.","Колесо зубч. 1М63.21.231 станка 1М63 ДИП-300, z=22","Купить колесо зубчатое 1М63.21.231 для шпиндельной бабки токарного станка 1М63 (ДИП-300). Позиция 23 по схеме, число зубьев 22."
Вал 6Т82Ш-1.150.256 шпиндельной головки станка 6Т82Ш-1,"Вал 6Т82Ш-1.150.256 шпиндельной головки станка 6Т82Ш-1 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Т82Ш-1.150.256.",6Т82Ш-1.150.256 для 6Т82Ш — купить | ТД РУССтанкоСбыт,Купить 6Т82Ш-1.150.256 для станков 6Т82Ш. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
"Винт кареточный с гайкой для станка ДИП300, 1М63, 1М63Н","Винт кареточный с гайкой для станка ДИП300, 1М63, 1М63Н — кареточный винт токарного станка. Обеспечивает поперечное перемещение суппорта.

Применяется на станках 1М63, 1М63Н, ДИП300.

Подбор по каталогу и чертежам заказчика.",Винт кареточный с гайкой для станка Д — купить | ТД РУССтанкоСбыт,"Купить Винт кареточный с гайкой для станка ДИП300, 1М63, 1М63Н. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 2825П.20.185 коробки скоростей станка 2825П,"Вал 2825П.20.185 коробки скоростей станка 2825П — вал шпиндельной бабки токарного станка. Обеспечивает передачу крутящего момента в коробке скоростей.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2825П.20.185.",2825П.20.185 для 2825П — купить | ТД РУССтанкоСбыт,Купить 2825П.20.185 для станков 2825П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
"Винт кареточный с гайками 1Н983.50.207 для станков 1Н983, 1А983, 1М983, РТ983, СА983","Винт кареточный с гайками 1Н983.50.207 для станков 1Н983, 1А983, 1М983, РТ983, СА983. Применяется в узлах токарного станка в качестве запасной части.

Устанавливается на станках РТ983.

При подборе сверяйте каталожный номер: 1Н983.50.207.",1Н983.50.207 для 1Н983 — купить | ТД РУССтанкоСбыт,"Купить 1Н983.50.207 для 1Н983, 1А983, РТ983. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт."
Вал 2825П.24.180 коробки подач станка 2825П,"Вал 2825П.24.180 коробки подач станка 2825П — вал коробки подач токарного станка. Обеспечивает передачу движения подач.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2825П.24.180.",2825П.24.180 для 2825П — купить | ТД РУССтанкоСбыт,Купить 2825П.24.180 для станков 2825П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.02.866,"Колесо зубчатое 1А64.02.866 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 29 по кинематической схеме
Число зубьев: 57
Ширина венца: 22 мм

При подборе сверяйте каталожный номер: 1А64.02.866.","Колесо зубч. 1А64.02.866 для шпиндельной бабки станка 1М65, z=57","Купить колесо зубчатое 1А64.02.866 для шпиндельной бабки токарного станка 1М65/1А64. Позиция 29 по схеме, число зубьев 57. Запчасть для узла шпиндельная бабка."
"Вал 6Т82Г.30.252 коробки скоростей станка 6Т82Г, 6Т12","Вал 6Т82Г.30.252 коробки скоростей станка 6Т82Г, 6Т12 — вал шпиндельной бабки токарного станка. Обеспечивает передачу крутящего момента в коробке скоростей.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6Т82Г.30.252.",6Т82Г.30.252 для 6Т82Г — купить | ТД РУССтанкоСбыт,"Купить 6Т82Г.30.252 для станков 6Т82Г, 6Т12. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт."
Шарико-винтовая пара (ШВП) 16М30Ф3.55.000,"Шарико-винтовая пара (ШВП) 16М30Ф3.55.000 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках 16М30.

При подборе сверяйте каталожный номер: 16М30Ф3.55.000.",ШВП 16М30Ф3.55.000 для станка 16М30 — купить | ТД РУССтанкоСбыт,"Купить шарико-винтовую пару 16М30Ф3.55.000 для станка 16М30, 6М30Ф3. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт."
Винт 16К40.30.151,"Винт 16К40.30.151 — винт токарного станка. Обеспечивает перемещение узла в соответствии с кинематической схемой.

Применяется на станках 16К40.

Позиция 118 по кинематической схеме
Число зубьев: 1
Модуль: 6.0

При подборе сверяйте каталожный номер: 16К40.30.151.","Винт 16К40.30.151 станка 1М63 ДИП-300, z=1, модуль 6","Купить винт 16К40.30.151 для бабка задняя токарного станка 1М63 (ДИП-300). Позиция 118 по схеме, число зубьев 1, модуль 6. Запчасть для узла бабка задняя."
Вал 1Н983.40.183,"Вал 1Н983.40.183 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.40.183.",1Н983.40.183 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.40.183 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1А64.01.212,"Вал 1А64.01.212 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.01.212.",1А64.01.212 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.01.212 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.03.210,"Колесо зубчатое 1А64.03.210 — зубчатое колесо задней бабки. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в задней бабки токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 149 по кинематической схеме
Число зубьев: 9
Модуль: 5.0
Ширина венца: 20 мм

При подборе сверяйте каталожный номер: 1А64.03.210.","Колесо зубч. 1А64.03.210 станка 1М65, z=9, модуль 5","Купить колесо зубчатое 1А64.03.210 для бабка задняя токарного станка 1М65/1А64. Позиция 149 по схеме, число зубьев 9, модуль 5. Запчасть для узла бабка задняя."
Вал 16К20Ф.023.000.005,"Вал 16К20Ф.023.000.005 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 16К20.

При подборе сверяйте каталожный номер: 16К20Ф.023.000.005.",16К20Ф.023.000.005 для 16К20 — купить | ТД РУССтанкоСбыт,Купить 16К20Ф.023.000.005 для станков 16К20. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
