SKU,Title,Text,Description
MUFTY.OBGON.1M63-1M65,"Муфты обгонные для станков 1М63, 1М65 и их модификации",,"Муфты обгонные для станков 1М63, 1М65 и их модификации"
NAKLADKI.KULACHKI.RT,Накладки зажимные на кулачки РТ (комплект),Сменные накладки для бережной фиксации труб; уменьшают риск замятий и проскальзывания при большом моменте.,
NAPR.KULACHKA.315,Направляющая кулачка Ø315,Направляющая обеспечивают плавный ход кулачка без клиньев и перекосов; точные посадочные поверхности.,
NAPR.KULACHKA.400,Направляющая кулачка Ø400,Усиленная направляющая для патрона Ø400; рассчитана на повышенные усилия зажима и черновые режимы.,
NASOS.SMAZKI.RT.RUCHN,Насос смазки направляющих РТ (ручной),Ручной насос централизованной смазки для узлов РТ; поддерживает стабильную подачу смазки к направляющим и механизмам.,
SERVICE.CAST.CARRIAGES,"Отливка кареток, ползушек, суппортов, задние бабки, люнетов, и т.д.","Основные этапы процесса литья: 1. Подготовка литейной формы . Изготовление модели или шаблона будущей детали. . Формирование полости формы путём заливки материала (песчано.глинистая смесь, металл). 2. Плавление металла . Подготовка расплава заданного химического состава и температуры плавления. . Контроль качества расплава перед заливкой. 3. Заливка форм . Заполнение подготовленных форм жидким металлом при помощи специальных устройств – литников. 4. Охлаждение и извлечение отливки . Процесс охлаждения металла до полного затвердевания. . Удаление готовой детали из формы механическим способом либо путем разрушения формы. 5. Контроль качества . Проверка геометрических параметров и механических свойств изделия. . Испытания на прочность, герметичность и соответствие техническим требованиям. Таким образом, технология литья обеспечивает возможность массового производства высококачественных корпусных деталей с минимальными затратами времени и ресурсов.",
PARSHEST.RT783.M6.36-72,Пара шестерён РТ783 m=6 (Z=36/72),Пара шестерён модуля 6 для трансмиссии; обеспечивает паспортные скорости и момент без свиста и вибраций.,
PARSHEST.RT783.M8.42-84,Пара шестерён РТ783 m=8 (Z=42/84),"Согласованная пара m=8 для редуктора РТ783; сниженная шумность, ресурсная термообработка, точные посадки.",
PARSHEST.RT983.M8.40-80,Пара шестерён РТ983 m=8 (Z=40/80),Пара m=8 для редуктора РТ983; ресурсная термообработка и точные посадки для долговечной тихой работы.,
PARSHEST.UBB112.M6.36-72,Пара шестерён UBB‑112 m=6 (36/72),Согласованная пара для редуктора UBB‑112; задаёт требуемые скорости при пониженном уровне шума.,
PARSHEST.UBB112.M8.42-84,Пара шестерён UBB‑112 m=8 (42/84),Согласованная пара m=8 (Z=42/84) для редуктора UBB‑112; задает паспортные скорости и момент привода.,
PATRON.3K.400,Патрон токарный 3-кулачковый Ø400,Универсальный Ø400 для средних и тяжёлых режимов; усиленное тело и жесткая посадка кулачков обеспечивают стабильную точность в серии.,
PATRON.4K.1000,Патрон токарный 4-кулачковый Ø1000,Четырёхкулачковый Ø1000 с независимой настройкой; точное выведение биения крупногабаритных деталей на колесотокарных/трубонарезных установках.,
PATRON.3-4K.SET.80-1200,Патроны 3-х и 4-х кулачковые самоцентрирующиесяот 80 мм до 1200 мм - комплекты кулачков - комплекты винтов,"<div style=""font-size: 16px;"" data-customstyle=""yes"">Применяется в#nbsp;качестве оснастки для закрепления заготовок на#nbsp;токарных станках моделей 1М63, 1М63Н, 16К40, 1М65, 1Н65, РТ817, РТ117, РТ317, и#nbsp;станках с#nbsp;ЧПУ.<br />Посадка на#nbsp;6 шпилек. Кулачки, использующиеся в#nbsp;данных патронах (подразделяются на#nbsp;прямые кулачки и#nbsp;обратные), используются на#nbsp;токарных патронах, токарно-винторезных станках, служат для закрепления заготовок в#nbsp;патроне.<br />Поставляется комплектом, от#nbsp;3-х и 4-х шт. Каленые.</div>",
PLANSH.400,Планшайба Ø400,Планшайба Ø400 для крепления патронов и заготовок; точная базовая поверхность и комплект крепежа.,
PLANSH.500,Планшайба Ø500,Планшайба Ø500 под установку универсальных и независимых патронов; жесткая фланцевая посадка.,
PLANSH.630,Планшайба Ø630,Планшайба Ø630 для крупногабаритной оснастки; точность базирования и комплект метизов в поставке.,
SERVICE.REPAIR.SW.IMPORT,Подгонка компенсаторов гайки швп импортного производства,"Подгонка компенсаторов гайки швп импортного производства Доведение ШВП до состояния нового, гарантия на ШВП 6 месяцев, разборка ШВП, рихтовка вала, резьбошлифовка, изготовление новых гаек, восстановление/замена корпуса гаек, замена шариков, сборка ШВП, испытание, консервация. Технология ремонта и модернизации ШВП включает в себя: перешлифовку спецрезьбы и шеек винта ШВП при сохранении закаленного слоя, изготовление новой спецгайки, замену втулок вкладышей, корпуса спецгайки, шариков. Все точностные параметры восстановленной ШВП соответствуют новому изделию. Параметры ШВП подлежащие капитальному ремонту ф. спецрезьбы от 50мм до 100мм. шаг резьбы 5мм., 10мм., 20мм. длина общая до 4000мм. производиться ремонт и модернизация ШВП как с левой так и с правой резьбой. Кинематическая точность - 4...6мкм. накопленная на длине 1000мм.-20мкм. Класс кинематической точности П3, П5, П7(Т3, Т5, Т7) малые потери при трении, высокая точность и плавность перемещения узлов, возможность полного устранения осевого зазора в резьбе путем предварительного натяга меду элементами. Тип предложения: предлагаю продукцию, услугу Товар на сайте компании",
SHVP.1М63.11.001,Поддержка винта-вала 1М63.11.001,"Поддержка винта-вала 1М63.11.001 (Для станков 1М63, 163, 1М63Н, ДИП300, 16К40, 16Р40) Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части , оснастка и комплектующие изделия для токарно-винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, и т.д. ВАЛЫ , ВАЛ - РЕЙКИ , ВАЛ - ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико-винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
KULACHKI.РТ783,Поддон для стружки РТ783 (усиленный),Усиленный поддон сбора стружки с защитным покрытием; снижает рассеивание стружки и ускоряет уборку рабочего места.,
SHVP.GEN,Помпы подачи СОЖ,"Помпы подачи СОЖ для станков и промышленного оборудования фирмы Миксан Центробежные, с погружной насосной частью, электронасосы (помпы) предназначен для подачи СОЖ в металлорежущих станках и промышленного обрудования с целью охлаждения режущего инструмента. Комплектуется электродвигателями. <br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. <br />Запасные части , оснастка и комплектующие изделия для токарно.винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, и т.д. ВАЛЫ , ВАЛ . РЕЙКИ , ВАЛ . ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико.винтовые пары, передачи) комплектующие и оснастка для токарных патронов, конусные линейки (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
SHVP.GEN,Помпы подачи СОЖ для станков и промышленного оборудования,"Помпы подачи СОЖ для станков и промышленного оборудования<br />Центробежные, с погружной насосной частью, электронасосы (помпы) предназначен для подачи СОЖ в металлорежущих станках и промышленного обрудования с целью охлаждения режущего инструмента. Комплектуется электродвигателями. <br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части , оснастка и комплектующие изделия для токарно-винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, и т.д. ВАЛЫ , ВАЛ - РЕЙКИ , ВАЛ - ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико-винтовые пары, передачи) комплектующие и оснастка для токарных патронов, конусные линейки (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
AUTO.РУ1,"Проведение нескольких операций как чистовая проточка жд осей РУ1 и РУ1Ш, так и накатка поверхностей.","<div style=""font-size: 16px;"" data-customstyle=""yes""><strong>Оси РУ1 и РУ1Ш</strong>—это типы железнодорожных осей, которые используются в разных типах вагонов.<br /><strong>Ось РУ1</strong> предназначена для немоторных электро- и дизель-поездов, максимальная расчётная статическая нагрузка от колёсной пары на рельсы для таких осей—186,0 (19,0) кН (тс).<br /><strong>Ось РУ1Ш</strong> применяется для формирования колёсных пар пассажирских и грузовых вагонов, обеспечивает их надёжную и безопасную эксплуатацию. Оси РУ1Ш используются под вагонами с осевой нагрузкой 230,5 кН (23,5 тс).#nbsp;<br /><strong>Основное отличие осей РУ1 и РУ1Ш </strong>заключается в способе крепления подшипников:<br /><strong>РУ1</strong>—крепление гайкой М110.<br /><strong>РУ1Ш</strong>—крепление шайбой, на шейке оси отсутствует резьба, комплектуются специальными шайбами с 3-мя или 4-мя болтами.<br /><br />Заказы от 1500 тысяч в месяц.</div>",
ROL.SGL.GEN,Производим изготовление роликовупрочняющих и сглаживающих для чистовой накатки поверхностей,"<div style=""font-size: 16px;"" data-customstyle=""yes"">Производим изготовление роликов упрочняющих и сглаживающих<br />Ролики для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 и изготовление по профилю и Ф согласно утвержденного чертежа перед изготовлением.<br /><ul><li data-list=""bullet""><strong>Ролики Ф110</strong></li><li data-list=""bullet""><strong>Ролики Ф130 ИН172-19-01, ИН172-20-01</strong></li><li data-list=""bullet""><strong>Ролики Ф135 мм - ЛКТ 1181-1021</strong></li><li data-list=""bullet""><strong>Ролики Ф140 мм - ЛКТ 1181-1022</strong></li><li data-list=""bullet""><strong>Ролики Ф150 ИН172-36-01, ИН172-37-01, СМ2348-510.301, СМ2348-510.302</strong></li><li data-list=""bullet""><strong>Ролики Ф165 СМ2349-510.302, </strong></li><li data-list=""bullet""><strong>Ролики Ф165 КЖ 1840.02.001.016, КЖ 1844.02.400.011, КЖ 1844.02.400.050</strong></li><li data-list=""bullet""><strong>Ролики сглаживающие Ф 180мм - КЖ 1842.02.001.026, ЛКТ 1181-7040</strong></li><li data-list=""bullet""><strong>Ролики Ф200 ИН172-31-01, СМ2349-510.301</strong></li></ul><br />Используется как на примере:<br /><strong>Оси РУ1 и РУ1Ш</strong>—это типы железнодорожных осей, которые используются в разных типах вагонов.<br /><strong>Ось РУ1</strong> предназначена для немоторных электро- и дизель-поездов, максимальная расчётная статическая нагрузка от колёсной пары на рельсы для таких осей—186,0 (19,0) кН (тс).<br /><strong>Ось РУ1Ш</strong> применяется для формирования колёсных пар пассажирских и грузовых вагонов, обеспечивает их надёжную и безопасную эксплуатацию. Оси РУ1Ш используются под вагонами с осевой нагрузкой 230,5 кН (23,5 тс).#nbsp;<br /><strong>Основное отличие осей РУ1 и РУ1Ш </strong>заключается в способе крепления подшипников:<br /><strong>РУ1</strong>—крепление гайкой М110.<br /><strong>РУ1Ш</strong>—крепление шайбой, на шейке оси отсутствует резьба, комплектуются специальными шайбами с 3-мя или 4-мя болтами.</div>",
REZTS.1М63,"Пружины на резцедержатель 1М63, 1М65, 1Н65","Основные функции пружины резцедержателя: . Обеспечение устойчивости и жесткости фиксации резца; . Компенсация механических нагрузок, возникающих в процессе обработки детали; . Повышение точности позиционирования инструмента относительно обрабатываемой поверхности. Конструктивные особенности пружины: Изготавливается из высококачественных сталей, прошедших термическую обработку для повышения упругости и износостойкости. Имеет цилиндрическую форму с витками определенной высоты и диаметра, что обеспечивает оптимальную степень сжатия под нагрузкой и стабильность положения резца во время работы станка. Таким образом, использование качественных пружин резцедержателя способствует повышению производительности труда, улучшению качества выпускаемой продукции и увеличению срока службы дорогостоящего оборудования. Тип предложения: предлагаю продукцию, услугу Товар на сайте компании",
REZTS.1М63,"Пружины резцедержателей 1М63, 1М63Н, ДИП300","Основные функции пружины резцедержателя: - Обеспечение устойчивости и жесткости фиксации резца; - Компенсация механических нагрузок, возникающих в процессе обработки детали; - Повышение точности позиционирования инструмента относительно обрабатываемой поверхности. Конструктивные особенности пружины: Изготавливается из высококачественных сталей, прошедших термическую обработку для повышения упругости и износостойкости. Имеет цилиндрическую форму с витками определенной высоты и диаметра, что обеспечивает оптимальную степень сжатия под нагрузкой и стабильность положения резца во время работы станка. Таким образом, использование качественных пружин резцедержателя способствует повышению производительности труда, улучшению качества выпускаемой продукции и увеличению срока службы дорогостоящего оборудования.",
REVOLVGOLOV.16М30Ф3.40.000,Револьверная головка 16М30Ф3.40.000,"<div style=""font-size: 16px;"" data-customstyle=""yes""></div>",
REVOLVGOLOV.1P756DF3.39.000,Револьверная головка 1П756ДФ3.39.000,"<div style=""font-size: 16px;"" data-customstyle=""yes""></div>",
REDUKTOR.RT983.SBOR,Редуктор РТ983 в сборе,Готовый редуктор с парой m=8; ускоряет ремонт и восстанавливает паспортные скорости/момент привода.,
REZTS.1M63-1N65.KOMPL,"Резцедержатели для станков 1М63, 1Н65","<div style=""font-size: 16px;"" data-customstyle=""yes"">Поставляется в#nbsp;комплекте.</div>",
REZTS.1M63-1M65.SET,"Резцедержатели для токарно-винторезных станков моделей 1М63, 1М65","Конструкция изделия выполнена из высокопрочной стали, что обеспечивает устойчивость к механическим нагрузкам и длительную эксплуатацию даже в условиях интенсивного использования оборудования. Благодаря использованию современных технологий обработки металла обеспечивается высокая точность изготовления и соответствие стандартам качества. Основные характеристики продукции завода включают следующие параметры: - Габаритные размеры соответствуют требованиям эксплуатации на указанных моделях станков; - Надежность крепления достигается за счет конструктивных особенностей устройства; - Удобство установки и замены инструментов облегчает процесс обслуживания оборудования. Продукция предприятия полностью соответствует нормативным документам и готова к применению после поставки потребителю без дополнительной подготовки или доработки. В случае необходимости поставляются дополнительные комплектующие и запасные части. Таким образом, использование резцедержателей производства ООО ""ТД РУССтанкоСбыт"" позволяет повысить производительность труда, сократить время простоя оборудования и обеспечить высокое качество обрабатываемых изделий.",
REZTS.1M63-1N65.SINGLE,"Резцедержательдля станков 1М63, 1Н65","<div style=""font-size: 16px;"" data-customstyle=""yes"">Поставляется в#nbsp;комплекте.</div>",
REIKA.M3.L1500.UBB,Рейка зубчатая M3 L=1500 (UBB),Шлифованная рейка модуля 3 для линейных перемещений узлов; обеспечивает плавность хода и точность позиционирования.,
SHVP.GEN,Ремонт Ваших швп или изготовление новых согласно чертежей,"Подгонка компенсаторов гайки швп импортного производства Доведение ШВП до состояния нового, гарантия на ШВП 6 месяцев, разборка ШВП, рихтовка вала, резьбошлифовка, изготовление новых гаек, восстановление/замена корпуса гаек, замена шариков, сборка ШВП, испытание, консервация. Технология ремонта и модернизации ШВП включает в себя: перешлифовку спецрезьбы и шеек винта ШВП при сохранении закаленного слоя, изготовление новой спецгайки, замену втулок вкладышей, корпуса спецгайки, шариков. Все точностные параметры восстановленной ШВП соответствуют новому изделию. Параметры ШВП подлежащие капитальному ремонту ф. спецрезьбы от 50мм до 100мм. шаг резьбы 5мм., 10мм., 20мм. длина общая до 4000мм. производиться ремонт и модернизация ШВП как с левой так и с правой резьбой. Кинематическая точность . 4...6мкм. накопленная на длине 1000мм..20мкм. Класс кинематической точности П3, П5, П7(Т3, Т5, Т7) малые потери при трении, высокая точность и плавность перемещения узлов, возможность полного устранения осевого зазора в резьбе путем предварительного натяга меду элементами.",
REVOLVGOLOV.GEN,Ремонт револьверной головки РТ (услуга),Капитальный/восстановительный ремонт головок РТ783/РТ983; гарантийные допуски.,
ROL.GEN.UBB112,Ролик накатной UBB-112,Закалённый накатной ролик для профилирования поверхности железнодорожного колеса; поставка комплектная для быстрой замены.,
ROL.GEN.GEN,Ролик накатной UBB‑112 (закаленный),Закалённый накатной ролик для формирования профиля поверхности колеса; точная геометрия и ресурсная сталь для стабильной чистоты.,
ROL.SGL.GEN,"Ролики упрочняющий, сглаживающий ф.165","Ролики упрочняющий,сглаживающий в сборе для токарно-накатных станков РТ301, РТ30101 Используются на токарно-накатном оборудовании, станках (диаметры роликов ф. 165мм. для накатки и упрочнения металла, различаются: ролик для упрочнения металла и ролик сглаживающий, различные профиля и посадочные размеры, термообработанные и шлифованные<br />ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих:<br />Ролики для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 и изготовление по профилю и Ф согласно утвержденного чертежа перед изготовлением.<br /><ul><li data-list=""bullet""><strong>Ролики Ф110</strong></li><li data-list=""bullet""><strong>Ролики Ф130 ИН172-19-01, ИН172-20-01</strong></li><li data-list=""bullet""><strong>Ролики Ф135 мм - ЛКТ 1181-1021</strong></li><li data-list=""bullet""><strong>Ролики Ф140 мм - ЛКТ 1181-1022</strong></li><li data-list=""bullet""><strong>Ролики Ф150 ИН172-36-01, ИН172-37-01, СМ2348-510.301, СМ2348-510.302</strong></li><li data-list=""bullet""><strong>Ролики Ф165 СМ2349-510.302, </strong></li><li data-list=""bullet""><strong>Ролики Ф165 КЖ 1840.02.001.016, КЖ 1844.02.400.011, КЖ 1844.02.400.050</strong></li><li data-list=""bullet""><strong>Ролики сглаживающие Ф 180мм - КЖ 1842.02.001.026, ЛКТ 1181-7040</strong></li><li data-list=""bullet""><strong>Ролики Ф200 ИН172-31-01, СМ2349-510.301</strong></li></ul><br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части , оснастка и комплектующие изделия для токарно-винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, и т.д. ВАЛЫ , ВАЛ - РЕЙКИ , ВАЛ - ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИКЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико-винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
ROL.SGL.GEN,"Ролики упрочняющий,сглаживающий в сборе для токарно-накатных станков РТ301, РТ30101 Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм. ф.115мм ф.130мм. ф. 150мм. 165мм. ф.180мм. ф.200мм.","Ролики упрочняющий,сглаживающий в сборе для токарно-накатных станков РТ301, РТ30101 Используются на токарно-накатном оборудовании, станках (диаметры роликов ф.110мм. ф.115мм ф.130мм. ф. 150мм. 165мм. ф.180мм. ф.200мм.) для накатки и упрочнения металла, различаются: ролик для упрочнения металла и ролик сглаживающий, различные профиля и посадочные размеры, термообработанные и шлифованные<br />ООО ""ТД РУССтанкоСбыт"" производит изготовление роликов упрочняющих и сглаживающих:<br />Ролики для станков РТ301, РТ30101, РТ917, КЖ1840, КЖ1842, КЖ1844 и изготовление по профилю и Ф согласно утвержденного чертежа перед изготовлением.<br /><ul><li data-list=""bullet""><strong>Ролики Ф110</strong></li><li data-list=""bullet""><strong>Ролики Ф130 ИН172-19-01, ИН172-20-01</strong></li><li data-list=""bullet""><strong>Ролики Ф135 мм - ЛКТ 1181-1021</strong></li><li data-list=""bullet""><strong>Ролики Ф140 мм - ЛКТ 1181-1022</strong></li><li data-list=""bullet""><strong>Ролики Ф150 ИН172-36-01, ИН172-37-01, СМ2348-510.301, СМ2348-510.302</strong></li><li data-list=""bullet""><strong>Ролики Ф165 СМ2349-510.302, </strong></li><li data-list=""bullet""><strong>Ролики Ф165 КЖ 1840.02.001.016, КЖ 1844.02.400.011, КЖ 1844.02.400.050</strong></li><li data-list=""bullet""><strong>Ролики сглаживающие Ф 180мм - КЖ 1842.02.001.026, ЛКТ 1181-7040</strong></li><li data-list=""bullet""><strong>Ролики Ф200 ИН172-31-01, СМ2349-510.301</strong></li></ul><br />Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части , оснастка и комплектующие изделия для токарно-винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165,1М65 16Р25П 16К20 1К62 16М30Ф3,16К30Ф3,1П756ДФ3, РТ755Ф3,РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301,РТ30101, и т.д. ВАЛЫ , ВАЛ - РЕЙКИ , ВАЛ - ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИКЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико-винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари) и т.д.",
SHVP.М6,"Ручка с наконечником (капля) М6, М8, М10 для промышленного оборудования","Ручка с наконечником (капля) М6, М8, М10 (пластик) для промышленного оборудования и станков- промышленная фурнитура Используются на промышленном оборудовании и станках в качестве рычага ( с ручкой) переключения скоростей, оборотов станков и другого промышленного оборудования. Изготавливаются в исполнениях с резьбой Ручка со штоком и с гайкой (М8, L=175), Ручка со штоком и с гайкой (М10, L=175) Рукоятка пластиковая (диаметр 8мм. или 6мм), (материал высокопрочный пластик). Запасные части для станков 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, 1Н983, 1А983, 1М983, РТ983, СА983. Запасные части , оснастка и комплектующие изделия для токарно-винторезных станков мод. 1М63, 1М63Н, 163, ДИП300, 1М63БФ101, 16К40 1Н65, 165, 1М65 16Р25П 16К20 1К62 16М30Ф3, 16К30Ф3, 1П756ДФ3, РТ755Ф3, РТ818Ф4, 1Н65Ф4, РТ700, РТ950, РТ117, РТ817 , РТ905, UBB112, UBB112F3, РТ301, РТ30101, и т.д. ВАЛЫ , ВАЛ - РЕЙКИ , ВАЛ - ШЕСТЕРНИ, ВИНТЫ ХОДОВЫЕ И ПОПЕРЕЧНЫХ ПОДАЧ, ГАЙКИ МАТОЧНЫЕ, ДИСКИ ФРИКЦИОННЫЕ, КОЛЁСА ЗУБЧАТЫЕ , КОНИЧЕСКИЕ , ЧЕРВЯЧНЫЕ ПАРЫ, ОБГОННЫЕ МУФТЫ, РЕЗЦЕДЕРЖАТЕЛИ, ФРИКЦИОННЫЕ МУФТЫ, ШКИВЫ ГЛАВНОГО ПРИВОДА, ЭЛЕКТРОМУФТЫ Револьверные головки, ШВП (Шарико-винтовые пары, передачи) комплектующие и оснастка для токарных патронов (кулачки, винты, шестерни, венцы, ползушки, сухари), ручки-капли и т.д.",
