Tilda UID,Brand,SKU,Offers ID,Mark,Category,Title,Description,Text,Photo,Price,Quantity,Price Old,Editions,Modifications,External ID,Parent UID,Weight,Length,Width,Height,Url,Tabs:1,meta_title,meta_description
SHVP.ЗЛ722В,ТД РУССтанкоСбыт,SHVP.ЗЛ722В,,Узлы токарных станков,"Узлы токарных станков>>>Винты, ШВП, валы","Шарико-винтовая передача ЗЛ722В, ЗЛ741В, Липецк, с/з","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: ЗЛ722В, ЗЛ741В, Липецк, с/з. L общая = 870 мм. L резьбы","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: ЗЛ722В, ЗЛ741В, Липецк, с/з. L общая = 870 мм. L резьбы = 625 мм.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 1Н983;755Ф3;16Р25;16А20;1Н65;16К40;1П756;1М63;1А983;16К20;16К30;779Ф3;1М65;16М30","Шарико-винтовая передача ЗЛ722В, ЗЛ741В, Липецк, с/з | ТД РУССтанкоСбыт","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: ЗЛ722В,..."
SHVP.ИР500ПМФ4,ТД РУССтанкоСбыт,SHVP.ИР500ПМФ4,,Узлы токарных станков,"Узлы токарных станков>>>Винты, ШВП, валы","Шарико-винтовая передача ИР500ПМФ4, Иваново","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: ИР500ПМФ4, Иваново. L общая = 1167 мм. L резьбы = 858 м","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: ИР500ПМФ4, Иваново. L общая = 1167 мм. L резьбы = 858 мм.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 1Н983;755Ф3;16Р25;16А20;1Н65;16К40;1П756;500ПМФ4;1М63;1А983;16К20;16К30;779Ф3;1М65;16М30","Шарико-винтовая передача ИР500ПМФ4, Иваново | ТД РУССтанкоСбыт","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: ИР500ПМФ4,..."
SHVP.РТ717Ф3,ТД РУССтанкоСбыт,SHVP.РТ717Ф3,,Узлы токарных станков,"Узлы токарных станков>>>Винты, ШВП, валы",Шарико-винтовая передача РТ717Ф3,"Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: РТ717Ф3. L общая = 3890 мм. L резьбы = 3064 мм.","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: РТ717Ф3. L общая = 3890 мм. L резьбы = 3064 мм.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 1Н983;755Ф3;16Р25;16А20;1Н65;16К40;1П756;1М63;1А983;717Ф3;16К20;16К30;779Ф3;1М65;16М30",Шарико-винтовая передача РТ717Ф3 | ТД РУССтанкоСбыт,"Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: РТ717Ф3. L..."
SHVP.РТ755Ф3,ТД РУССтанкоСбыт,SHVP.РТ755Ф3,,Узлы токарных станков,"Узлы токарных станков>>>Винты, ШВП, валы",Шарико-винтовая передача РТ755Ф3,"Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: РТ755Ф3. L общая = 3730 мм. L резьбы = 3082 мм.","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: РТ755Ф3. L общая = 3730 мм. L резьбы = 3082 мм.Смотрите также:16М30Ф3, 16А20Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 1Н983;755Ф3;16Р25;16А20;1Н65;16К40;1П756;1М63;1А983;16К20;16К30;779Ф3;1М65;16М30",Шарико-винтовая передача РТ755Ф3 | ТД РУССтанкоСбыт,"Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: РТ755Ф3. L..."
SHVP.СА630Ф3,ТД РУССтанкоСбыт,SHVP.СА630Ф3,,Узлы токарных станков,"Узлы токарных станков>>>Винты, ШВП, валы",Шарико-винтовая передача СА630Ф3,"Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: СА630Ф3.","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: СА630Ф3.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 1Н983;755Ф3;16Р25;16А20;1Н65;630Ф3;16К40;1П756;1М63;1А983;16К20;16К30;779Ф3;1М65;16М30",Шарико-винтовая передача СА630Ф3 | ТД РУССтанкоСбыт,"Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков:..."
SHVP.СВ141П,ТД РУССтанкоСбыт,SHVP.СВ141П,,Узлы токарных станков,"Узлы токарных станков>>>Винты, ШВП, валы","Шарико-винтовая передача СВ141П, Стерлитамак, ИжМаш","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: СВ141П, Стерлитамак, ИжМаш. L общая = 780 мм. L резьбы","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: СВ141П, Стерлитамак, ИжМаш. L общая = 780 мм. L резьбы = 470 мм.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 1Н983;755Ф3;16Р25;16А20;1Н65;16К40;1П756;1М63;1А983;16К20;16К30;779Ф3;1М65;16М30","Шарико-винтовая передача СВ141П, Стерлитамак, ИжМаш | ТД РУССтанкоСбыт","Шарико-винтовая передача токарно-винторезных станков 1П756, 16М30, 16К30, РТ755, РТ717. Каждый чертеж согласовывается с заказчиком. Для станков: СВ141П,..."
SHEST.ZADBABKA.1M65,ТД РУССтанкоСбыт,SHEST.ZADBABKA.1M65,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,"Шестерни задней бабки 1М65, 1Н65, РТ817, РТ117, РТ917","Комплект сменных шестерен задней бабки для токарных станков серии 1М65, 1Н65, РТ817, РТ117, РТ917","Комплект сменных шестерен задней бабки для токарных станков серии 1М65, 1Н65, РТ817, РТ117, РТ917Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 165, ДИП-500, ДИП500, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild6164-3039-4231-a364-383636653534/photo_2025-10-19_151.jpeg,,,,,,,,,,,,,"Характеристики
Совместимость: 1Н983;16К20;755Ф3;16Р25;16А20;16К40;1М63;1А983;1Н65;779Ф3;1М65;16М30","Шестерни задней бабки 1М65, 1Н65, РТ817, РТ117, РТ917 | ТД РУССтанкоСбыт","Комплект сменных шестерен задней бабки для токарных станков серии 1М65, 1Н65, РТ817, РТ117, РТ917Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3,..."
SHEST.FARTUK.16K40,ТД РУССтанкоСбыт,SHEST.FARTUK.16K40,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,"Шестерни фартука 16К40 (1640.41.152, 1640.51.152, 1640.51.156)","Колёса зубчатые к каретке станка 16К40 — шифры: 1640.41.152, 1640.51.152, 1640.51.156","Колёса зубчатые к каретке станка 16К40 — шифры: 1640.41.152, 1640.51.152, 1640.51.156Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild6164-3039-4231-a364-383636653534/photo_2025-10-19_151.jpeg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Шестерни фартука 16К40 (1640.41.152, 1640.51.152,... | ТД РУССтанкоСбыт","Колёса зубчатые к каретке станка 16К40 — шифры: 1640.41.152, 1640.51.152, 1640.51.156Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001,..."
SHEST.FARTUK.16M30,ТД РУССтанкоСбыт,SHEST.FARTUK.16M30,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,"Шестерни фартука 16М30 (1630.40.159, 1630.40.161, 1630.20.153)","Колёса зубчатые к каретке и шпиндельные для станка 16М30 — шифры: 1630.40.159, 1630.40.161, 1630.20.153","Колёса зубчатые к каретке и шпиндельные для станка 16М30 — шифры: 1630.40.159, 1630.40.161, 1630.20.153Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild6164-3039-4231-a364-383636653534/photo_2025-10-19_151.jpeg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Шестерни фартука 16М30 (1630.40.159, 1630.40.161,... | ТД РУССтанкоСбыт","Колёса зубчатые к каретке и шпиндельные для станка 16М30 — шифры: 1630.40.159, 1630.40.161, 1630.20.153Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М,..."
SHEST.FARTUK.1N65,ТД РУССтанкоСбыт,SHEST.FARTUK.1N65,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Шестерни фартука 1Н65 (1Н983.20.155 и коробка реверса),шестерни фартука и коробки реверса для станка 1Н65 — 1Н983.20.155 — колесо шпиндельное,"шестерни фартука и коробки реверса для станка 1Н65 — 1Н983.20.155 — колесо шпиндельноеСмотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, РТ783, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild6164-3039-4231-a364-383636653534/photo_2025-10-19_151.jpeg,,,,,,,,,,,,,"Характеристики
Совместимость: 1Н983;16К20;755Ф3;16Р25;16А20;16К40;1М63;1А983;1Н65;779Ф3;1М65;16М30",Шестерни фартука 1Н65 (1Н983.20.155 и коробка реверса) | ТД РУССтанкоСбыт,"шестерни фартука и коробки реверса для станка 1Н65 — 1Н983.20.155 — колесо шпиндельноеСмотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001,..."
SHEST.FARTUK.RT117,ТД РУССтанкоСбыт,SHEST.FARTUK.RT117,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Шестерни фартука РТ117 (по чертежу),шестерни фартука для станка РТ117 — по утвёрждённому чертежу,"шестерни фартука для станка РТ117 — по утвёрждённому чертежуСмотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ817, 1А983, 1Н983, РТ783, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild6164-3039-4231-a364-383636653534/photo_2025-10-19_151.jpeg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Шестерни фартука РТ117 (по чертежу) | ТД РУССтанкоСбыт,"шестерни фартука для станка РТ117 — по утвёрждённому чертежуСмотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
SHEST.FARTUK.RT817,ТД РУССтанкоСбыт,SHEST.FARTUK.RT817,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Шестерни фартука РТ817 (по чертежу),шестерни фартука для тяжёлого токарного станка РТ817 — по утвёрждённому чертежу,"шестерни фартука для тяжёлого токарного станка РТ817 — по утвёрждённому чертежуСмотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, 1А983, 1Н983, РТ783, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild6164-3039-4231-a364-383636653534/photo_2025-10-19_151.jpeg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Шестерни фартука РТ817 (по чертежу) | ТД РУССтанкоСбыт,"шестерни фартука для тяжёлого токарного станка РТ817 — по утвёрждённому чертежуСмотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003,..."
SHEST.FARTUK.RT917,ТД РУССтанкоСбыт,SHEST.FARTUK.RT917,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Шестерни фартука РТ917 (по чертежу),шестерни фартука для станка РТ917 — по утвёрждённому чертежу,"шестерни фартука для станка РТ917 — по утвёрждённому чертежуСмотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild6164-3039-4231-a364-383636653534/photo_2025-10-19_151.jpeg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Шестерни фартука РТ917 (по чертежу) | ТД РУССтанкоСбыт,"шестерни фартука для станка РТ917 — по утвёрждённому чертежуСмотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
SHEST.UBB112,ТД РУССтанкоСбыт,SHEST.UBB112,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Шестерня привода UBB‑112 m=8 Z=42,Прямозубая шестерня модуля 8 для привода; термообработка и шлифовка обеспечивают ресурс и тихий ход.,"Прямозубая шестерня модуля 8 для привода; термообработка и шлифовка обеспечивают ресурс и тихий ход.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Шестерня привода UBB‑112 m=8 Z=42 | ТД РУССтанкоСбыт,"Прямозубая шестерня модуля 8 для привода; термообработка и шлифовка обеспечивают ресурс и тихий ход.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М,..."
SHESTERNI.16K40-1M65-1658,ТД РУССтанкоСбыт,SHESTERNI.16K40-1M65-1658,,Станки,Станки>>>Станки токарные,"Шпиндель для токарных станков 16К40, 1М65, Усиленных задних бабок 1658","Шпиндель для токарных станков 16К40, 1М65, Усиленных задних бабок 1658","Шпиндель для токарных станков 16К40, 1М65, Усиленных задних бабок 1658Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/tild3633-3035-4664-b361-336438643661/___1658.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Шпиндель для токарных станков 16К40, 1М65,... | ТД РУССтанкоСбыт","Шпиндель для токарных станков 16К40, 1М65, Усиленных задних бабок 1658Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
SHESTERNI.RT783.SPINDEL,ТД РУССтанкоСбыт,SHESTERNI.RT783.SPINDEL,,Узлы токарных станков,Узлы токарных станков>>>Шпиндельные бабки,Шпиндельный узел РТ783 в сборе,"Сборочный шпиндельный узел РТ783 с установленными подшипниками и уплотнениями; восстанавливает точность резьбонарезания и стабильность на тяжёлых режимах, сокращая простой.","Сборочный шпиндельный узел РТ783 с установленными подшипниками и уплотнениями; восстанавливает точность резьбонарезания и стабильность на тяжёлых режимах, сокращая простой.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Шпиндельный узел РТ783 в сборе | ТД РУССтанкоСбыт,"Сборочный шпиндельный узел РТ783 с установленными подшипниками и уплотнениями; восстанавливает точность резьбонарезания и стабильность на тяжёлых режимах,..."
