name,description,meta_title,meta_description
Вал 1Н983.72.154,"Вал 1Н983.72.154 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 1Н983.72.154.",1Н983.72.154 для 1Н983 — купить | ТД РУССтанкоСбыт,Купить 1Н983.72.154 для станков 1Н983. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Шарико-винтовая пара (ШВП) СА630С30Ф3.55А.100,"Шарико-винтовая пара (ШВП) СА630С30Ф3.55А.100 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках с ЧПУ.

При подборе сверяйте каталожный номер: А630С30Ф3.55А.100.",ШВП А630С30Ф3.55А.100 — купить | ТД РУССтанкоСбыт,Купить ШВП А630С30Ф3.55А.100. Точные линейные перемещения для станков с ЧПУ. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.02.347,"Колесо зубчатое 1М63.02.347 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 25 по кинематической схеме
Число зубьев: 31
Модуль: 3.0
Ширина венца: 32 мм

При подборе сверяйте каталожный номер: 1М63.02.347.",1М63.02.347 шпиндельной бабки станка — купить | ТД РУССтанкоСбыт,"Купить 1М63.02.347 для шпиндельной бабки 1М63. поз. 25, z=31, m=3.0. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Валик 1А64.02.237,"Валик 1А64.02.237 — вал шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.02.237.",1А64.02.237 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.02.237 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М64.60.188,"Колесо зубчатое 1М64.60.188 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М64. Устанавливается в соответствии с кинематической схемой.

Позиция 138 по кинематической схеме
Число зубьев: 22
Ширина венца: 25 мм

При подборе сверяйте каталожный номер: 1М64.60.188.",1М64.60.188 фартука станка 1М64 — купить | ТД РУССтанкоСбыт,"Купить 1М64.60.188 для фартука 1М64. поз. 138, z=22. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1М63.61.228,"Колесо зубчатое 1М63.61.228 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 111 по кинематической схеме
Число зубьев: 54
Ширина венца: 9 мм

При подборе сверяйте каталожный номер: 1М63.61.228.",1М63.61.228 фартука станка 1М63 — купить | ТД РУССтанкоСбыт,"Купить 1М63.61.228 для фартука 1М63. поз. 111, z=54. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Венец 165.09.169,"Венец 165.09.169 — венец токарного патрона. Служит для передачи крутящего момента при перемещении кулачков патрона.

Применяется на станках 165.

Позиция 33 по кинематической схеме
Число зубьев: 120
Модуль: 6.0
Ширина венца: 62 мм

При подборе сверяйте каталожный номер: 165.09.169.",165.09.169 для 165 — купить | ТД РУССтанкоСбыт,Купить 165.09.169 для 165. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
"Маслоуказатель (Экран) для станков М39х1,5","Маслоуказатель (Экран) для станков М39х1,5 — запасная часть для токарного станка.

Применяется на токарных станках.

Подбор по каталогу и чертежам заказчика.",Маслоуказатель (Экран) для станков М3 — купить | ТД РУССтанкоСбыт,"Купить Маслоуказатель (Экран) для станков М39х1,5. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1М63Б.60.252,"Колесо зубчатое 1М63Б.60.252 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 31
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1М63Б.60.252.",1М63Б.60.252 фартука станка 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.60.252 для фартука 1М63Б. z=31. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1М63.21.367,"Вал 1М63.21.367 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.21.367.",1М63.21.367 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.21.367 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.92.154,"Колесо зубчатое 1М63Б.92.154 — зубчатое колесо Сменные шестерни. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в Сменные шестерни токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 57

При подборе сверяйте каталожный номер: 1М63Б.92.154.",1М63Б.92.154 станка 1М63Б — купить | ТД РУССтанкоСбыт,Купить 1М63Б.92.154 для Сменные шестерни 1М63Б. z=57. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1Н65РФ3.20.211,"Вал 1Н65РФ3.20.211 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1Н65.

При подборе сверяйте каталожный номер: 1Н65РФ3.20.211.",1Н65РФ3.20.211 для 1Н65 — купить | ТД РУССтанкоСбыт,Купить 1Н65РФ3.20.211 для станков 1Н65. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 16Р25В.50.186,"Вал 16Р25В.50.186 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 16Р25В.50.186.",16Р25В.50.186 для 16Р25 — купить | ТД РУССтанкоСбыт,"Купить 16Р25В.50.186 для станков 16Р25, 6Р25В. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 16М50.70.191,"Колесо зубчатое 16М50.70.191 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 84 по кинематической схеме
Число зубьев: 45
Модуль: 3.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.191.",16М50.70.191 коробки подач станка 16М — купить | ТД РУССтанкоСбыт,"Купить 16М50.70.191 для коробки подач 16М50, 6М50. поз. 84, z=45, m=3.5. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Шарико-винтовая пара (ШВП) 16К20Т1.154.000.000/010/020,"Шарико-винтовая пара (ШВП) 16К20Т1.154.000.000/010/020 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках 16К20.

При подборе сверяйте каталожный номер: 16К20Т1.154.000.000.",ШВП 16К20Т1.154.000.000 для станка 16 — купить | ТД РУССтанкоСбыт,Купить шарико-винтовую пару 16К20Т1.154.000.000 для станка 16К20. Точные линейные перемещения. Подбор — ТД РУССтанкоСбыт.
Шарико-винтовая пара (ШВП) СА630С30Ф3-18.004.02,"Шарико-винтовая пара (ШВП) СА630С30Ф3-18.004.02 — шарико-винтовая пара (ШВП). Преобразует вращательное движение двигателя в линейное перемещение рабочего органа станка с высокой точностью.

Применяется на станках с ЧПУ.

При подборе сверяйте каталожный номер: 0С30Ф3-18.004.02.",ШВП 0С30Ф3-18.004.02 — купить | ТД РУССтанкоСбыт,Купить ШВП 0С30Ф3-18.004.02. Точные линейные перемещения для станков с ЧПУ. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.70.224,"Колесо зубчатое 1М63Б.70.224 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 72 по кинематической схеме
Число зубьев: 40
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1М63Б.70.224.",1М63Б.70.224 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.224 для коробки подач 1М63Б. поз. 72, z=40. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1М63Б.70.220,"Колесо зубчатое 1М63Б.70.220 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 52 по кинематической схеме
Число зубьев: 25
Ширина венца: 13 мм

При подборе сверяйте каталожный номер: 1М63Б.70.220.",1М63Б.70.220 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.220 для коробки подач 1М63Б. поз. 52, z=25. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1М63Б.70.228,"Колесо зубчатое 1М63Б.70.228 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 65 по кинематической схеме
Число зубьев: 60
Модуль: 2.25
Ширина венца: 18 мм

При подборе сверяйте каталожный номер: 1М63Б.70.228.",1М63Б.70.228 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.228 для коробки подач 1М63Б. поз. 65, z=60, m=2.25. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1М63Б.70.180,"Колесо зубчатое 1М63Б.70.180 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 71 по кинематической схеме
Число зубьев: 30
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1М63Б.70.180.",1М63Б.70.180 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.180 для коробки подач 1М63Б. поз. 71, z=30. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Револьверная головка 16К30Ф3.40.000,"Револьверная головка 16К30Ф3.40.000 — револьверная головка токарного станка с ЧПУ. Обеспечивает автоматическую смену инструмента в процессе обработки.

Применяется на станках 16К30.

При подборе сверяйте каталожный номер: 16К30Ф3.40.000.",Револьверная головка 16К30Ф3.40.000 д — купить | ТД РУССтанкоСбыт,Купить 16К30Ф3.40.000 для 16К30. Поставка в сборе. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 16А20ФЗ.025000.001,"Вал 16А20ФЗ.025000.001 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 16А20ФЗ.025000.001.",16А20ФЗ.025000.001 — купить | ТД РУССтанкоСбыт,Купить 16А20ФЗ.025000.001. Вал токарного станка по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Валик 1А64.07.249,"Валик 1А64.07.249 — вал коробки подач. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.07.249.",1А64.07.249 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.07.249 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 1А64.07.222,"Вал 1А64.07.222 — вал коробки подач. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.07.222.",1А64.07.222 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.07.222 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 163.07.285,"Вал 163.07.285 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 163.

При подборе сверяйте каталожный номер: 163.07.285.",163.07.285 для 163 — купить | ТД РУССтанкоСбыт,Купить 163.07.285 для станков 163. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 2825П.24.161 коробки подач станка 2825П,"Вал 2825П.24.161 коробки подач станка 2825П — вал коробки подач токарного станка. Обеспечивает передачу движения подач.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 2825П.24.161.",2825П.24.161 для 2825П — купить | ТД РУССтанкоСбыт,Купить 2825П.24.161 для станков 2825П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал 16К20Ф.023000.002,"Вал 16К20Ф.023000.002 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 16К20.

При подборе сверяйте каталожный номер: 16К20Ф.023000.002.",16К20Ф.023000.002 для 16К20 — купить | ТД РУССтанкоСбыт,Купить 16К20Ф.023000.002 для станков 16К20. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Револьверная головка 1П756ДФ3.40.000,"Револьверная головка 1П756ДФ3.40.000 — револьверная головка токарного станка с ЧПУ. Обеспечивает автоматическую смену инструмента в процессе обработки.

Применяется на токарных станках с ЧПУ.

При подборе сверяйте каталожный номер: 1П756ДФ3.40.000.",Револьверная головка 1П756ДФ3.40.000 — купить | ТД РУССтанкоСбыт,Купить Револьверная головка 1П756ДФ3.40.000. Поставка и ремонт. Подбор по каталогу — ТД РУССтанкоСбыт.
Зубчатое колесо 16М50.70.160,"Зубчатое колесо 16М50.70.160 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 107 по кинематической схеме
Число зубьев: 36
Модуль: 2.75
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.160.",16М50.70.160 коробки подач станка 16М — купить | ТД РУССтанкоСбыт,"Купить 16М50.70.160 для коробки подач 16М50, 6М50. поз. 107, z=36, m=2.75. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1Н65.08.157,"Колесо зубчатое 1Н65.08.157 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Число зубьев: 88
Ширина венца: 25 мм

При подборе сверяйте каталожный номер: 1Н65.08.157.",1Н65.08.157 коробки подач станка 1Н65 — купить | ТД РУССтанкоСбыт,Купить 1Н65.08.157 для коробки подач 1Н65. z=88. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 165.02.151,"Колесо зубчатое 165.02.151 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 165. Устанавливается в соответствии с кинематической схемой.

Позиция 22 по кинематической схеме
Число зубьев: 75
Модуль: 6.0
Ширина венца: 70 мм

При подборе сверяйте каталожный номер: 165.02.151.",165.02.151 шпиндельной бабки станка 1 — купить | ТД РУССтанкоСбыт,"Купить 165.02.151 для шпиндельной бабки 165. поз. 22, z=75, m=6.0. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1А64.06.404,"Колесо зубчатое 1А64.06.404 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 127 по кинематической схеме
Число зубьев: 41
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1А64.06.404.",1А64.06.404 фартука станка 1А64 — купить | ТД РУССтанкоСбыт,"Купить 1А64.06.404 для фартука 1А64. поз. 127, z=41. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 16М50.70.184,"Колесо зубчатое 16М50.70.184 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 90 по кинематической схеме
Число зубьев: 57
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 16М50.70.184.",16М50.70.184 коробки подач станка 16М — купить | ТД РУССтанкоСбыт,"Купить 16М50.70.184 для коробки подач 16М50, 6М50. поз. 90, z=57, m=2.5. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Клин для суппорта и каретки всех типов станков,"Клин для суппорта и каретки всех типов станков — суппорт токарного станка в сборе. Обеспечивает установку и перемещение режущего инструмента при обработке.

Применяется на токарных станках.

Подбор по каталогу и чертежам заказчика.",Клин для суппорта и каретки всех типо — купить | ТД РУССтанкоСбыт,Купить Клин для суппорта и каретки всех типов станков. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63Б.70.211,"Колесо зубчатое 1М63Б.70.211 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 49 по кинематической схеме
Число зубьев: 24

При подборе сверяйте каталожный номер: 1М63Б.70.211.",1М63Б.70.211 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.211 для коробки подач 1М63Б. поз. 49, z=24. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
"Вал 6М83.3.33К коробки скоростей станка 6М83, 6М13П","Вал 6М83.3.33К коробки скоростей станка 6М83, 6М13П — вал шпиндельной бабки токарного станка. Обеспечивает передачу крутящего момента в коробке скоростей.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 6М83.3.33К.",6М83.3.33К для 6М83 — купить | ТД РУССтанкоСбыт,"Купить 6М83.3.33К для станков 6М83, 6М13П. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 16М50.70.195,"Колесо зубчатое 16М50.70.195 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 16М50. Устанавливается в соответствии с кинематической схемой.

Позиция 81 по кинематической схеме
Число зубьев: 37
Ширина венца: 12 мм

При подборе сверяйте каталожный номер: 16М50.70.195.",16М50.70.195 коробки подач станка 16М — купить | ТД РУССтанкоСбыт,"Купить 16М50.70.195 для коробки подач 16М50, 6М50. поз. 81, z=37. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1М63Б.70.229,"Колесо зубчатое 1М63Б.70.229 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 64 по кинематической схеме
Число зубьев: 30
Модуль: 2.5
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1М63Б.70.229.",1М63Б.70.229 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.229 для коробки подач 1М63Б. поз. 64, z=30, m=2.5. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1М63Б.20.185,"Колесо зубчатое 1М63Б.20.185 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 16 по кинематической схеме
Число зубьев: 42
Ширина венца: 24 мм

При подборе сверяйте каталожный номер: 1М63Б.20.185.",1М63Б.20.185 шпиндельной бабки станка — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.20.185 для шпиндельной бабки 1М63Б. поз. 16, z=42. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо коническое FU400R 17.20.302 фрезерный станок,"Колесо коническое FU400R 17.20.302 фрезерный станок — запасная часть для токарного станка.

Применяется на токарных станках.

При подборе сверяйте каталожный номер: 17.20.302.",17.20.302 для FU400R — купить | ТД РУССтанкоСбыт,Купить 17.20.302 для FU400R. Подбор по каталогу и чертежам — ТД РУССтанкоСбыт.
Колесо зубчатое 1М63.61.230,"Колесо зубчатое 1М63.61.230 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1М63. Устанавливается в соответствии с кинематической схемой.

Позиция 110 по кинематической схеме
Число зубьев: 23
Модуль: 2.0
Ширина венца: 11 мм

При подборе сверяйте каталожный номер: 1М63.61.230.",1М63.61.230 фартука станка 1М63 — купить | ТД РУССтанкоСбыт,"Купить 1М63.61.230 для фартука 1М63. поз. 110, z=23, m=2.0. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 16К40.51.153,"Вал 16К40.51.153 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 16К40.

При подборе сверяйте каталожный номер: 16К40.51.153.",16К40.51.153 для 16К40 — купить | ТД РУССтанкоСбыт,Купить 16К40.51.153 для станков 16К40. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Вал фрикционный 1М63Н.20.900,"Вал фрикционный 1М63Н.20.900 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63Н.

При подборе сверяйте каталожный номер: 1М63Н.20.900.",1М63Н.20.900 для 1М63Н — купить | ТД РУССтанкоСбыт,Купить 1М63Н.20.900 для станков 1М63Н. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1Н65.71.156,"Колесо зубчатое 1Н65.71.156 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Позиция 114 по кинематической схеме
Число зубьев: 51
Модуль: 2.5
Ширина венца: 14 мм

При подборе сверяйте каталожный номер: 1Н65.71.156.",1Н65.71.156 коробки подач станка 1Н65 — купить | ТД РУССтанкоСбыт,"Купить 1Н65.71.156 для коробки подач 1Н65. поз. 114, z=51, m=2.5. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1Н65.60.176/1,"Колесо зубчатое 1Н65.60.176/1 — зубчатое колесо токарного станка. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в узлах токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

При подборе сверяйте каталожный номер: 1Н65.60.176.",1Н65.60.176 станка 1Н65 — купить | ТД РУССтанкоСбыт,Купить 1Н65.60.176 для станка токарного станка 1Н65. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1Н65.30.157,"Колесо зубчатое 1Н65.30.157 — зубчатое колесо задней бабки. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в задней бабки токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Позиция 156 по кинематической схеме
Число зубьев: 32
Модуль: 2.5
Ширина венца: 15 мм

При подборе сверяйте каталожный номер: 1Н65.30.157.",1Н65.30.157 станка 1Н65 — купить | ТД РУССтанкоСбыт,"Купить 1Н65.30.157 для Бабка задняя 1Н65. поз. 156, z=32, m=2.5. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал-колесо зубчатое 1М63Б.70.240,"Вал-колесо зубчатое 1М63Б.70.240 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1М63Б. Устанавливается в соответствии с кинематической схемой.

Позиция 66 по кинематической схеме
Число зубьев: 21
Модуль: 2.25
Ширина венца: 17 мм

При подборе сверяйте каталожный номер: 1М63Б.70.240.",1М63Б.70.240 станка 1М63Б — купить | ТД РУССтанкоСбыт,"Купить 1М63Б.70.240 для коробки подач 1М63Б. поз. 66, z=21, m=2.25. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 1А64.06.242,"Вал 1А64.06.242 — вал токарного станка. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1А64.

При подборе сверяйте каталожный номер: 1А64.06.242.",1А64.06.242 для 1А64 — купить | ТД РУССтанкоСбыт,Купить 1А64.06.242 для станков 1А64. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1Н65.60.164,"Колесо зубчатое 1Н65.60.164 — зубчатое колесо фартука. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в фартука токарно-винторезных станков 1Н65. Устанавливается в соответствии с кинематической схемой.

Позиция 144 по кинематической схеме
Число зубьев: 21
Ширина венца: 13 мм

При подборе сверяйте каталожный номер: 1Н65.60.164.",1Н65.60.164 фартука станка 1Н65 — купить | ТД РУССтанкоСбыт,"Купить 1Н65.60.164 для фартука 1Н65, 164. поз. 144, z=21. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Колесо зубчатое 1А64.07.289,"Колесо зубчатое 1А64.07.289 — зубчатое колесо коробки подач. Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в коробки подач токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 42 по кинематической схеме
Число зубьев: 36
Ширина венца: 16 мм

При подборе сверяйте каталожный номер: 1А64.07.289.",1А64.07.289 коробки подач станка 1А64 — купить | ТД РУССтанкоСбыт,"Купить 1А64.07.289 для коробки подач 1А64. поз. 42, z=36. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
Вал 1Н65.71.179,"Вал 1Н65.71.179 — вал коробки подач. Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1Н65.

При подборе сверяйте каталожный номер: 1Н65.71.179.",1Н65.71.179 для 1Н65 — купить | ТД РУССтанкоСбыт,Купить 1Н65.71.179 для станков 1Н65. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Валик 1М63.21.173,"Валик 1М63.21.173 — вал шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента в узле станка.

Применяется на станках 1М63.

При подборе сверяйте каталожный номер: 1М63.21.173.",1М63.21.173 для 1М63 — купить | ТД РУССтанкоСбыт,Купить 1М63.21.173 для станков 1М63. Запасная часть по заводской документации. Подбор по каталогу — ТД РУССтанкоСбыт.
Колесо зубчатое 1А64.02.842,"Колесо зубчатое 1А64.02.842 — зубчатое колесо шпиндельной бабки (коробки скоростей). Обеспечивает передачу крутящего момента между валами в кинематической цепи.

Применяется в шпиндельной бабки (коробки скоростей) токарно-винторезных станков 1А64. Устанавливается в соответствии с кинематической схемой.

Позиция 4 по кинематической схеме
Число зубьев: 54
Ширина венца: 25 мм

При подборе сверяйте каталожный номер: 1А64.02.842.",1А64.02.842 шпиндельной бабки станка — купить | ТД РУССтанкоСбыт,"Купить 1А64.02.842 для шпиндельной бабки 1А64. поз. 4, z=54. Запчасть для ремонта. Подбор по каталогу — ТД РУССтанкоСбыт."
